Offense Code,Offense_Category,Suggested Bin,Offense,Citation,Statute,L/D
73990304,5300,bin_53_trash_refuse_metal_pollution,SALE OF CERTAIN ITEMS TO METAL RECYC ENTITY,1956.105(b),OC,M*
73990312,1700,bin_17_abuse_of_position,COMPETITIVE BIDDING MUNICIPAL OFFICER/EMPL,252.062,LGC,MB
73990319,4400,bin_44_produce_agriculture_infectious_disease,LABELING OR SALE OF HONEY,131.123,AGC,MB
73990325,4500,bin_45_health_code,OPHTHALMIA NEONATORUM PREVENTION,81.091,HSC,MB
73990330,4900,bin_49_record tampering,FIRE EXTNGSHER SRVCE AND INSTAL PROH PRACTICES,6001.301(b),IC,MB
73990332,4900,bin_49_record tampering,APPRAISAL REVIEW BOARD PROH COMMUNICATION,6.41(k),TC,MA
73990335,4900,bin_49_record tampering,VIOLATE AN ESTABLISHED REQ FOR LAND USE REGUL,232.005(b),LGC,MB
73990336,4900,bin_49_record tampering,FALSE STATEMENT/ACCEPTANCE OF MHMR ASSISTANCE,535.014(a),HSC,F3
73990340,4900,bin_49_record tampering,VIOLATE CONTINUING CARE FACILITY REGULATIONS,246.116,HSC,MA
73990341,4900,bin_49_record tampering,VIOLATE EXEMPTION FOR CONCRETE PLANT CONSTRUCT,382.058,HSC,M*
73990342,4900,bin_49_record tampering,VIOL PROTECTION OF OFFICIAL DEVISE/MARK/CERTIF,433.045,HSC,M*
73990343,4900,bin_49_record tampering,VIOLATE PROVISION OF GENERAL PROVISIONS,571.020(b),HSC,M*
73990344,4900,bin_49_record tampering,VIOLATE RULES/REGULATIONS OF LITTER,365.013,HSC,MA
73990349,4900,bin_49_record tampering,URANIUM SURFACE MINING VIOLATION,131.267,NRC,M*
73990351,4900,bin_49_record tampering,VIOLATION OF BOILER REGULATIONS,755.043,HSC,MB
73990352,4900,bin_49_record tampering,VIOLATION OF FREE PASS LAW,4005a,VCS,F*
73990358,4900,bin_49_record tampering,VIOLATION OF HAZARDOUS LIQUID PIPELINE RULES,117.053,NRC,F*
73990367,4900,bin_49_record tampering,ACCEPT UNLAWFUL BENEFIT FROM ABC VIOL,104.03,ABC,M*
73990368,4900,bin_49_record tampering,FAIL TO REPORT DEATH OF PRISONER,39.05,PC,MB
73990369,4900,bin_49_record tampering,MISUSE OF OFFICIAL INFORMATION,39.06(a)(1-2),PC,F3
73990379,2400,bin_24_child_endangerment,CHILD LABOR LAW,51.031,LC,MB
73990385,4900,bin_49_record tampering,INSPECT TEST LIQ PETRO/ GAS METER W/O LIC,13.308,AGC,MB
73990386,4900,bin_49_record tampering,INSPECT TEST OF RANCH SCALE COMP W/O LIC,13.358,AGC,MB
73990387,4900,bin_49_record tampering,FAL OR FICTITIOUS WRITTEN STMT FARM/RANCH PROG,59.046,AGC,F3
73990388,4900,bin_49_record tampering,FRAUD OF BENEFITS FARM & RANCH PROGRAM,59.047,AGC,F3
73990391,4900,bin_49_record tampering,VIOL COURT ORDER ENJ ORGANIZED CRIME ACT,71.021(c),PC,MA
73990392,4900,bin_49_record tampering,TAMPERING W/WARNING DEVICES,472.021(c),TRC,M*
73990393,4900,bin_49_record tampering,FAIL TO FILE FINANCIAL REPORT,159.056,LGC,MB
73990394,4900,bin_49_record tampering,CONFLICT OF INTEREST/FAIL TO FILE AFFIDAVIT,232.034,LGC,MA
73990396,4900,bin_49_record tampering,FAIL TO FILE PLAT,232.036,LGC,MA
73990397,1800,bin_18_unlawful_representation_use,POSS/USE LAW ENFORCEMENT ID/VEH IN A MUNICIPAL,341.904(b),LGC,MB
73990398,4900,bin_49_record tampering,RECK/KNOW DISCLOSE INFO REGISTRY,162.421(c),FC,F2
73990399,4900,bin_49_record tampering,DISCLOSE REGISTRY INFO/CRIMINAL NEGLIGENCE,162.421(d),FC,MA
73990400,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,DISTB COMMERCIAL FEED W/O LICENSE ENH,141.143,AGC,MB
73990403,4800,bin_48_trespassing,DISRUPTIVE ACTIVITIES PRIVATE/PUBLIC SCHOOL,37.123,EDC,MB
73990407,4900,bin_49_record tampering,FAIL TO MAINTAIN CONFIDENTIALITY WORKERS COMP,402.091,LC,MA
73990409,4900,bin_49_record tampering,CLOSED MEETING ACT VIOLATION,551.144,GC,M*
73990412,4900,,,,,
73990413,4900,bin_49_record tampering,TAMPER/FABRICATE PHYS EVID/FAILS REP HUMAN REM,37.09(d)(2),PC,MA
73990420,6100,bin_61_business_license_permitting,SERVICE EQUIP W/O WEIGH/MEASURE SVC LICENSE,13.464(b),AGC,MB
73990421,6100,bin_61_business_license_permitting,SERVICE EQUIP W/O WEIGH/MEASURE SVC LIC W/PREV,13.464(b),AGC,MA
73990422,6100,bin_61_business_license_permitting,MEDICAL EXAMINERS INQUEST OF DEAD BODIES,49.25(14),CCP,MB
73990428,6100,bin_61_business_license_permitting,CREMATE BODY W/O CERTIFICATE,49.09(d),CCP,MB
73990429,4900,bin_49_record tampering,TAMPER/REMOVE LOCK/SEAL ON DECEASED PREMISES,49.22(c),CCP,MB
73990431,3100,bin_31_evading_arrest_interferring_false_reporting,OBSTRUCT EMERGENCY TELEPHONE CALL,186.042,TUC,M*
73990432,3100,bin_31_evading_arrest_interferring_false_reporting,FALSE EMERGENCY TELEPHONE CALL,186.043,TUC,M*
73990435,6100,bin_61_business_license_permitting,SELL CHECKS W/O LICENSE,152.501,FNC,F3
73990439,6100,bin_61_business_license_permitting,EMPLOYED AT PAWN SHOP W/O EMPLOYEE LICENSE,371.304(b),FNC,MB
73990440,6100,bin_61_business_license_permitting,OPERATE PAWN SHOP W/O LICENSE,371.304(c),FNC,M*
73990441,6100,bin_61_business_license_permitting,BOND INVESTMENT COMPANY FAIL TO MAKE DEPOSIT,155.007,FNC,M*
73990444,6100,bin_61_business_license_permitting,INSPECT TEST WEIGH/MEASURE DEVICE W/O LICENSE,13.407,AGC,MB
73990447,6100,bin_61_business_license_permitting,SALESPERSON UNREGISTERED TEL SOLICITATION SER,38.252,BCC,MA
73990448,4900,bin_49_record tampering,FAIL PROVIDE ID/RECORDS OF STUDENT,25.002(e),EDC,MB
73990449,2400,bin_24_child_endangerment,PLACING CHILD ADOPTION BY UNAUTHORIZED PERSON,162.025,FC,MB
73990450,4900,bin_49_record tampering,DESTRUCTION ALIENATION LOCAL GOVERNMENT RECORD,202.008,LGC,MA
73990451,4900,bin_49_record tampering,FAILURE TO REGISTER AIRCRAFT WITH FAA,24.011,TRC,F3
73990452,4900,bin_49_record tampering,SELLING MOTORCYCLE W/O SERIAL NUMBERS,680.003,TRC,M*
73990454,4900,bin_49_record tampering,MAKING ILLEGAL FUTURES CONTRACTS,8656,VCS,F*
73990455,4900,bin_49_record tampering,ENFORCE PURCHASE CONTRACT PROCEDURES,44.032,EDC,MB
73990456,3900,bin_39_riot_obstruction_disorderly_conduct,MASS PICKETING PROHIBITED,101.152,LC,MB
73990457,3900,bin_39_riot_obstruction_disorderly_conduct,PICKETING INT/SECURE BREACH OF LABOR AGREEMENT,101.154,LC,MB
73990458,3900,bin_39_riot_obstruction_disorderly_conduct,DECLARATION/PUBLICATION OF ENJOINED PICKETING,101.155,LC,MB
73990463,5300,bin_53_trash_refuse_metal_pollution,UNAUTH INSTALLER DISP WASTE SYSTEMS ENH,7.172,WC,M*
73990471,6000,bin_60_civil_permitting,RULE MAKING AUTHORITY BY COMPTROLLER,403.33,GC,F3
73990472,4900,bin_49_record tampering,AMUSEMENT RIDE SAFETY INSPECTION,2151.102,OC,MB
73990473,4500,bin_45_health_code,FAIL TO DISCLOSE ON HEALTH CARE,102.006,OC,MA
73990474,4500,bin_45_health_code,MEDICAL PRACTICE ACT,165.151,OC,MA
73990475,4500,bin_45_health_code,PRACTICING MEDICINE IN VIOLATION OF SUBTITLE,165.152,OC,F3
73990476,4500,bin_45_health_code,MEDICAL PRACTICE ACT W/PHYSICAL HARM,165.153,OC,F3
73990477,4500,bin_45_health_code,MEDICAL PRACTICE ACT W/FINANCIAL HARM,165.153,OC,FS
73990478,4500,bin_45_health_code,MEDICAL PRACTICE ACT SOLICITATION OF PATIENTS,165.155,OC,MA
73990479,4500,bin_45_health_code,CHIROPRACTIC PRACTICE ACT,201.604,OC,M*
73990482,4500,bin_45_health_code,PODIATRISTS PRACTICE ACT W/O LICENSE,202.605,OC,M*
73990483,4500,bin_45_health_code,PODIATRISTS PRACTICE ACT AMPUTATE FOOT,202.606,OC,M*
73990484,4500,bin_45_health_code,PHYSICIANS ASST ACT W/O LICENSE,204.352,OC,F3
73990485,4500,bin_45_health_code,ACUPUNCTURE ACT W/O LICENSE,205.401,OC,F3
73990491,4500,bin_45_health_code,NURSING REGULATIONS,301.554,OC,MA
73990492,4500,bin_45_health_code,NURSING REGULATIONS W/PREV CONVIC,301.554,OC,F3
73990493,4500,bin_45_health_code,VOCATIONAL NURSES REGULATIONS,302.504,OC,MB
73990494,4500,bin_45_health_code,OPTOMETRISTS REGULATIONS,351.606,OC,M*
73990495,4500,bin_45_health_code,CONTACT LENS ACT,353.207,OC,MB
73990496,4500,bin_45_health_code,HEARING/SPEECH PROFESSIONAL REGULATION,401.503,OC,M*
73990497,4500,bin_45_health_code,PHYSICAL THERAPISTS REGULATION,453.455,OC,MA
73990498,4500,bin_45_health_code,OCCUPATIONAL THERAPISTS REGULATIONS,454.355,OC,MA
73990500,4500,bin_45_health_code,PHYCHOLOGY/COUNSELING REGULATIONS,501.503,OC,MA
73990501,4500,bin_45_health_code,MARRIAGE/FAMILY THERAPISTS REGULATIONS,502.454,OC,MB
73990502,4500,bin_45_health_code,LICENSE PROFESSIONAL COUNSELORS REGULATIONS,503.452,OC,MB
73990503,4500,bin_45_health_code,PHARMACY LICENSE ACT,566.151,OC,MA
73990504,4500,bin_45_health_code,PROFESSIONS RELATED TO USE OF MEDICAL EQUIP,601.402,OC,MB
73990505,4500,bin_45_health_code,MEDICAL PHYSICISTS REGULATIONS,602.302,OC,MB
73990506,4500,bin_45_health_code,PROFUSIONIST REGULATIONS,603.452,OC,MB
73990507,4500,bin_45_health_code,RESPIRATORY CARE PRACTITIONERS REGULATIONS,604.352,OC,MB
73990508,4500,bin_45_health_code,FUNERAL DIRECTOR/EMBALMING REGULATIONS,651.602,OC,MB
73990509,4500,bin_45_health_code,DIETITIANS REGULATIONS,701.451,OC,MB
73990510,4500,bin_45_health_code,HEALTH SPA REGULATIONS,702.556,OC,MA
73990511,4500,bin_45_health_code,HEALTH SPA INTERF W/INVESTIGATION,702.557,OC,MA
73990512,6100,bin_61_business_license_permitting,VETERINARIANS REGULATIONS,801.504,OC,MA
73990513,6100,bin_61_business_license_permitting,FINANCIAL SERVICES REGULATIONS,901.602,OC,MB
73990515,6100,bin_61_business_license_permitting,OCCUPATION RELATE TO LAW ENF/SECURITY W/CONVIC,1701.553,OC,FS
73990516,6100,bin_61_business_license_permitting,FAIL TO SURRENDER PRIVATE INV/SECURITY REGIST,1702.387,OC,MA
73990517,6100,bin_61_business_license_permitting,PRIVATE INVESTIGATOR/SECURITY AGENCY REG,1702.388,OC,MA
73990518,6100,bin_61_business_license_permitting,BAIL BONDS SURETIES REGULATIONS,1704.305,OC,MB
73990519,6100,bin_61_business_license_permitting,BAIL BONDS SURETIES RECORDS,1704.306,OC,MB
73990521,6100,bin_61_business_license_permitting,SOLICIT PUBLIC SAFETY ORGANIZATION,1803.152,OC,MA
73990522,6100,bin_61_business_license_permitting,SOLICIT VETERANS ORGANIZATION,1804.202,OC,MB
73990523,6100,bin_61_business_license_permitting,SOLICIT VETERANS ORGANIZATION W/PREV CONVIC,1804.202,OC,MA
73990524,6100,bin_61_business_license_permitting,SALE SECONDHAND BUSINESS MACHINES,1805.103,OC,MB
73990525,6100,bin_61_business_license_permitting,BINGO REGULATIONS,2001.551,OC,F3
73990526,6100,bin_61_business_license_permitting,BINGO REGULATIONS W/O LICENSE,2001.553,OC,MA
73990527,6100,bin_61_business_license_permitting,BINGO REGULATIONS MAINTAIN RECORDS,2001.554(a),OC,MA
73990528,6100,bin_61_business_license_permitting,ATHLETE AGENT REGULATIONS,2051.501,OC,MA
73990529,6100,bin_61_business_license_permitting,REGULATIONS ON OUTDOOR MUSIC FESTIVALS,2104.151,OC,M*
73990530,6100,bin_61_business_license_permitting,TALENT AGENT REGULATIONS,2105.253,OC,MA
73990531,6100,bin_61_business_license_permitting,COIN OPERATED MACHINES W/O LICENSE,2153.356,OC,MA
73990532,6100,bin_61_business_license_permitting,COIN OPERATED MACHINE BY FRAUD LICENSE,2153.357,OC,F2
73990533,6100,bin_61_business_license_permitting,COIN OPERATED MACHINE FAIL TO REPORT,2153.358,OC,MB
73990534,6100,bin_61_business_license_permitting,COIN OPERATED MACHINE PROH TRANSACTIONS,2153.359,OC,F3
73990535,6100,bin_61_business_license_permitting,COIN OPERATED MACHINE REMOVE TAX PERMIT,2153.36,OC,MB
73990536,6100,bin_61_business_license_permitting,FIREWORKS REGULATIONS,2154.303,OC,MB
73990537,6100,bin_61_business_license_permitting,HOTELS/BOARDING HOUSE REGULATIONS,"2155.002(a,c)",OC,M*
73990538,6100,bin_61_business_license_permitting,SOLICIT PATIENTS,102.001,OC,MA
73990539,6100,bin_61_business_license_permitting,SOLICIT PATIENTS W/PREV CONVIC,102.001,OC,F3
73990540,6100,bin_61_business_license_permitting,OPTICIANS ACT,352.353,OC,MB
73990541,4900,bin_49_record tampering,DESTRUCTION/REMOVAL/ALTER OF PUBLIC INFO,552.351,GC,M*
73990543,6100,bin_61_business_license_permitting,PURCHASING AGENT,262.011,LGC,M*
73990546,6100,bin_61_business_license_permitting,PRIVATE INVESTIG/SECURITY AGENCY REG W/PRE CON,1702.388,OC,F3
73990547,4400,bin_44_produce_agriculture_infectious_disease,DAMAGES FOR UNAUTHORIZED HARVESTING,151.101,NRC,M*
73990549,4900,bin_49_record tampering,DIST OF CONFIDENTIAL INFORMATION,552.352,GC,M*
73990550,4400,bin_44_produce_agriculture_infectious_disease,PUBLIC GRAIN WAREHOUSE VIOLATION,14.071,AGC,MB
73990551,4400,bin_44_produce_agriculture_infectious_disease,OPERATE PUBLIC GRAIN WAREHOUSE W/O LICENSE,14.072,AGC,F3
73990552,4400,bin_44_produce_agriculture_infectious_disease,UNL DELIVERY OF GRAIN,14.074,AGC,F2
73990553,4400,bin_44_produce_agriculture_infectious_disease,DEPOSIT GRAIN W/O TITLE,14.077,AGC,F2
73990554,4400,bin_44_produce_agriculture_infectious_disease,INTERF W/SEALED WAREHOUSE INSPECTION OR INV,14.079,AGC,F3
73990555,4900,bin_49_record tampering,NOTICE PRIMARY STATE/FED FINANCIAL INST REG,59.14,CCP,M*
73990556,4900,bin_49_record tampering,PERMIT DISCLOSEURE OR BANK RECORDS,31.301,FNC,MA
73990557,6100,bin_61_business_license_permitting,COURT INTERPRETERS LIC SUSPENDED,57.027,GC,MA
73990559,6100,bin_61_business_license_permitting,BAIL BONDSMEN W/O LICENSE,1704.303,OC,MB
73990560,6100,bin_61_business_license_permitting,PROH REFERRAL EMPLOY W/BONDING BUSINESS,1704.302,OC,MA
73990562,6100,bin_61_business_license_permitting,PRIV SECU KNOWINGLY FAIL TO MAINTAIN INS,1702.3841(b),OC,MA
73990563,6100,bin_61_business_license_permitting,USE ACCIDENT REPORT INFO FOR PECUNIARY GAIN,38.18,PC,MB
73990564,6100,bin_61_business_license_permitting,ID FLOATING CABIN W/2+ PREV CONVIC,32.101,PWC,MB
73990565,6100,bin_61_business_license_permitting,REMOVAL OF FLOATING CABIN,32.154,PWC,MB
73990567,4100,bin_41_vehicle_use_accident,SURRENDER OF DRIVERS LICENSE,521.315,TRC,MB
73990569,4400,bin_44_produce_agriculture_infectious_disease,INTERFER WITH INSPECTION OF LIVESTOCK,433.0815,HSC,MB
73990571,4900,bin_49_record tampering,CONFIDENTIALITY OF DNA RECORDS,411.153,GC,FS
73990572,4900,bin_49_record tampering,BAIL BOND SURETY PROH RECOM/SOLICITATIONS,1704.304,OC,MB
73990574,700,bin_07_coercion_politics,AFFIDAVIT AND ABSTENTION FROM VOTING REQUIRED,171.004,LGC,MA
73990575,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL REFUSAL OF OFFICER FOR PUBLIC INFO,552.353,GC,M*
73990578,4500,bin_45_health_code,PERFORMING SURGERY WHILE INTOXICATED,165.1535,OC,FS
73990579,4900,bin_49_record tampering,FINANCIAL SERVICES REGULATIONS OR LOSS OF <10K,901.602(b)(1),OC,FS
73990580,4900,bin_49_record tampering,FINANCIAL SERV REGULATIONS OR LOSS OF 10K>100K,901.602(b)(2),OC,F3
73990581,4900,bin_49_record tampering,FINANCIAL SERVICES REGULATIONS OF =>100K,901.602(b)(3),OC,F2
73990584,6100,bin_61_business_license_permitting,MEDICAL PHYSICISTS REGULATIONS,602.302,OC,MA
73990585,6100,bin_61_business_license_permitting,MIDWIFERY REGULATIONS,505.507,OC,MA
73990587,6100,bin_61_business_license_permitting,ORTHOTICTS AND PROSTHETICS REGULATIONS,605.356,OC,MA
73990588,6100,bin_61_business_license_permitting,PRACTICE OF SOCIAL WORK REGULATIONS,505.0025,OC,MB
73990589,6100,bin_61_business_license_permitting,ENGAGE ACTIVITY W/O REQUIRED CERTIF OR LICENSE,1103.5545,OC,MA
73990590,4600,bin_46_haz_mat_waste,INVESTIGATE FIRES FOR SAFETY HAZARDS VIOL,352.016,LGC,MB
73990591,4600,bin_46_haz_mat_waste,INVESTIGATE FIRE SAFETY HAZARDS VIOL W/2 PREV,352.016,LGC,FS
73990598,4600,bin_46_haz_mat_waste,REM/DAMAGE/CONCEAL/MARKER SIGN CLASS A FACILIT,251.203,TUC,MB
73990601,6100,bin_61_business_license_permitting,UNAUTH CONTRACT W/BAIL BOND SURETY,1702.3863,OC,FS
73990602,5500,bin_55_negligence_fail_render_aid,CONTINUE ADEQUATE SERV DISC/REDU/IMPAR SERVICE,13.25,WC,F3
73990603,5500,bin_55_negligence_fail_render_aid,ASSEMBLE OPERATE AMUSEMENT RIDE W/INTOX 2ND,49.09(a),PC,MA
73990604,5500,bin_55_negligence_fail_render_aid,ASSEMBLE OPERATE AMUSE RIDE W/INTOX 3RD/MORE,49.09(a),PC,F3
73990605,5500,bin_55_negligence_fail_render_aid,ASSEMBLE OPERATE AMUSEMENT RIDE WHILE INTOX,49.065,PC,MB
73990606,6100,bin_61_business_license_permitting,NOTICE OF WHOLESALE WATER SUPPLY CONTRACT,13.144,WC,F3
73990607,6100,bin_61_business_license_permitting,ACQUISITION OF ALL/PART OF BUSINESS VIOL,204.087,LC,MA
73990608,4900,bin_49_record tampering,EMERG RESPONSE PROVIDER LIC FALSE PRINTS/PHOTO,781.403(a)(1),HSC,F3
73990609,4900,bin_49_record tampering,EMERG RESPONSE PROVIDER LIC EMPLOYER/PROV VIOL,781.403(a)(2-3),HSC,MA
73990610,4900,bin_49_record tampering,EMERG REPSONSE PROVIDER LIC VIOL W/PREV CONV,781.403(a)(3),HSC,F3
73990611,5500,bin_55_negligence_fail_render_aid,CHIROPRACTIC PRACTICE ACT WHILE INTOXICATED,201.606(b),OC,FS
73990612,6100,bin_61_business_license_permitting,MOTORCYCLE TRAINING W/O LICENSE,662.006(b),TRC,MB
73990613,6100,bin_61_business_license_permitting,IMPROPER OBTAIN POSS AIRCRAFT SUBJ LIEN,70.307,PRC,MB
73990614,6100,bin_61_business_license_permitting,MASSAGE THERAPY LICENSE/OWNER VIOLATION,455.352(a-1)(b),OC,MB
73990615,6100,bin_61_business_license_permitting,MASSAGE THERAPY LICENSE/OWNER W/1-2 PREV CONV,455.352(a-1)(b)(e),OC,MA
73990616,6100,bin_61_business_license_permitting,MASSAGE THERAPY LICENSE/OWNER W/3+ PREV CONV,455.352(a-1)(b),OC,FS
73990617,700,bin_07_coercion_politics,TAMPER W/DIRECT RECORD ELEC VOTE MACHINE,33.05,PC,F1
73990618,700,bin_07_coercion_politics,TAMPER W/DIRECT RECORD ELEC VOTE MACH-ATTEMPT,33.05(d),PC,F3
73990620,4900,bin_49_record tampering,TAMPER W/GOVERN RECORD DEFRAUD/HARM,37.10(c)(1),PC,FS
73990621,4900,,,,,
73990622,4900,bin_49_record tampering,TAMPER W/GOVERN RECORD W/INT MAKE GENUINE,37.10(c)(1),PC,MB
73990623,4900,bin_49_record tampering,TAMPER W/GOVERNMENT RECORD,37.10(c)(1),PC,MA
73990624,4900,bin_49_record tampering,PROH EMPLOYMENT/REPRESENTATION OF WORKERS COMP,402.00125(d),LC,MA
73990625,4900,bin_49_record tampering,USE OF PROTECTED TERM IN NAME OF INSTITUTION,61.313,EC,MA
73990627,4900,bin_49_record tampering,TAMPER W/GOVERNMENT RECORD-INSURANCE DOCUMENTS,37.10(d)(1),PC,MB
73990628,4900,bin_49_record tampering,"TAMPER W/GOV REC-INS DOC (a)(1,3,4,6)",37.10(d)(2),PC,F3
73990629,4900,bin_49_record tampering,"TAMPER W/GOV REC-INS DOC (a)(2,5)",37.10(d)(2),PC,F3
73990630,4900,bin_49_record tampering,TAMPER W/GOV REC-INS DOC-DEFRAUD/HARM,37.10(d)(3),PC,F2
73990643,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRUELTY NON-LVSTK:FAIL PRV/ABDN/TRNSPT/BI/OVWK,42.092(c),PC,MA
73990644,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CRLTY NON-LVSTK:FL PRV/ABDN/TRNSPT/BI/OWK 2 CV,42.092(c),PC,FS
73990645,4300,,,,,
73990646,4300,,,,,
73990647,4100,bin_41_vehicle_use_accident,MOTORCYCLE TRAIN W/O LICENSE W/PREV CONV IAT,662.006(b),TRC,MA
73990648,6100,bin_61_business_license_permitting,ESTAB/OPERATE PEDIA EXTEND CARE CENTER W/O LIC,248A.206(b),HSC,MB
73990649,3700,bin_37_weapon_firearm_prohibited_item,SALE SUPPRESSION DEVICE/PHANTOM-WARE VIOLATION,326.002(b),BCC,FS
73990650,5300,,,,,
73990651,5300,bin_53_trash_refuse_metal_pollution,SALVAGE VEHICLE DEALER REGULATION,2302.353(c),OC,MA
73990652,5300,bin_53_trash_refuse_metal_pollution,SALVAGE VEHICLE DEALER REGULATION W/PREV,2302.353(c),OC,FS
73990655,6100,bin_61_business_license_permitting,CEMETERY GENERAL PROVISIONS,711.052(d),HSC,MA
73990656,6100,bin_61_business_license_permitting,CEMETERY PLOT:MORE THAN ONE INTERN OR REMOVAL,711.052(d),HSC,F2
73990657,6100,bin_61_business_license_permitting,OFFER/CONDUCT MOTORCYCLE TRAIN W/O LIC OR CONT,662.006(b),TRC,MB
73990658,6100,bin_61_business_license_permitting,OFF/COND MOTORCY TRAIN W/O LIC/CONT W/PREV IAT,662.006(b),TRC,MA
73990659,6100,bin_61_business_license_permitting,COURT/SHORTHAND CERT/REGISTRATION VIOLATION,154.113(b),GC,MA
73990660,6100,bin_61_business_license_permitting,COURT INTERPRETER REGULATIONS VIOLATION,157.107(a),GC,MA
73990661,6100,bin_61_business_license_permitting,COURT INTERPRETERS FOR DEAF REGULATIONS VIOL,57.027(a),GC,MA
73990662,6100,bin_61_business_license_permitting,TEMP COMMON WORKER LICENSE REGULATION VIOL,92.031(b),LC,MA
73990663,6100,bin_61_business_license_permitting,BARBER SALE SUPPLIES/OTHER BUSINESS,1601.653(b),OC,M*
73990665,6100,bin_61_business_license_permitting,UNLICENSED/UNREG ACTIVITY MORTGAGE BROKER,156.406(a),FNC,MB
73990666,6100,bin_61_business_license_permitting,UNLIC/UNREG ACTIVITY MORTGAGE BROKER W/PREV,156.406(a),FNC,MA
73990667,6100,bin_61_business_license_permitting,ACT AS RESIDENTIAL MORTGAGE ORIGINATOR W/O LIC,157.031(a),FNC,MB
73990668,6100,bin_61_business_license_permitting,ACT AS RESID MORTGAG ORIGINATOR W/O LIC W/PREV,157.031(a),FNC,MA
73990669,6100,bin_61_business_license_permitting,DENTISTRY ACT VIOLATION,264.151(a),OC,F3
73990670,6100,bin_61_business_license_permitting,DENTAL HYGIENISTS ACT VIOLATION,264.151(b),OC,MA
73990671,6100,bin_61_business_license_permitting,DENTAL HYGIENISTS ACT VIOL W/PREV CONV IAT,264.151(b),OC,F3
73990672,6100,bin_61_business_license_permitting,DENTAL HYGIENISTS LICENSE HOLDER ACT VIOL,264.151(c),OC,MA
73990673,6100,bin_61_business_license_permitting,DENTAL INJUNCTION VIOLATION,264.151(d),OC,MA
73990674,6100,bin_61_business_license_permitting,DENTAL INJUNCTION VIOL W/PREV CONV IAT,264.151(d),OC,F3
73990675,6100,bin_61_business_license_permitting,DENTAL RECORDS ACT VIOLATION,264.152(b),OC,MB
73990676,6100,bin_61_business_license_permitting,DENTAL RECORDS ACT VIOL W/PREV CONV IAT,264.152(c),OC,MA
73990677,4600,bin_46_haz_mat_waste,PROH SUBSTANCE/ITEM IN CORR/CIV COM FACILITY,38.11(g),PC,F3
73990678,5200,bin_52_tax_evasion_sales_commercial,FEE ON DELIVERY OF CERTAIN PETROLEUM PRODUCTS,26.3574(t)(2),WC,MB
73990679,5200,bin_52_tax_evasion_sales_commercial,FEE ON DELIVERY OF CERTAIN PETROLEUM PRODUCTS,26.3574(t)(3),WC,MA
73990680,5200,bin_52_tax_evasion_sales_commercial,FEE ON DELIVERY OF CERTAIN PETROLEUM PRODUCTS,26.3574(t)(4),WC,F3
73990681,5200,bin_52_tax_evasion_sales_commercial,FEE ON DELIVERY OF CERTAIN PETROLEUM PRODUCTS,26.3574(t)(5)(6),WC,F2
73990682,6100,bin_61_business_license_permitting,PLUMBING FIXTURES/FACILITY REGULATION VIOL,53.122(b),WC,M*
73990683,6100,bin_61_business_license_permitting,WATER QUALITY CONTROL FAIL TO PAY FEE,7.151(b),WC,M*
73990684,6100,bin_61_business_license_permitting,CLEAN AIR ACT FEE NOT PAID,7.178(b),WC,M*
73990685,6100,bin_61_business_license_permitting,PUBLIC BEACH LOCAL ORDER VIOL 2+ PREV CONV,61.127(3),NRC,M*
73990686,6100,bin_61_business_license_permitting,VIOL CITRUS MARKETING AGREEMENT/LICENSES,102.171(b),AGC,MB
73990687,6100,bin_61_business_license_permitting,PROH ADVERT CERTAIN FACILITIES W PREV IAT,145.0096(c),HSC,MA
73990688,6100,bin_61_business_license_permitting,AUTOMATIC DIAL ANNOUNCING DEVICE VIOL,55.138(b),TUC,MA
73990689,6100,bin_61_business_license_permitting,AUCTIONEERS REGULATIONS W/O LICENSE,1802.301(b),OC,MB
73990690,6100,bin_61_business_license_permitting,HOUSING AUTHORITY INTERESTED EMPLOYEES,392.043(d),LGC,F3
